DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
67;347;67347;Obermodern-Zutzendorf;67;562;67562;Zutzendorf;590;12;602
68;006;68006;Bernwiller;68;006;68006;Ammertzwiller;453;19;472
68;012;68012;Aspach-Michelbach;68;012;68012;Aspach-le-Haut;1455;37;1492
68;006;68006;Bernwiller;68;031;68031;Bernwiller;752;16;768
68;056;68056;Brunstatt-Didenheim;68;056;68056;Brunstatt;6440;113;6553
68;056;68056;Brunstatt-Didenheim;68;070;68070;Didenheim;1819;23;1842
68;143;68143;Porte du Ried;68;143;68143;Holtzwihr;1554;56;1610
68;162;68162;Kaysersberg Vignoble;68;162;68162;Kaysersberg;2413;42;2455
68;162;68162;Kaysersberg Vignoble;68;164;68164;Kientzheim;670;16;686
68;201;68201;Masevaux-Niederbruck;68;201;68201;Masevaux;3201;68;3269
68;012;68012;Aspach-Michelbach;68;206;68206;Michelbach;292;9;301
68;219;68219;Le Haut Soultzbach;68;219;68219;Mortzwiller;357;12;369
68;201;68201;Masevaux-Niederbruck;68;233;68233;Niederbruck;393;8;401
68;143;68143;Porte du Ried;68;272;68272;Riedwihr;417;10;427
68;162;68162;Kaysersberg Vignoble;68;310;68310;Sigolsheim;1300;28;1328
68;219;68219;Le Haut Soultzbach;68;314;68314;Soppe-le-Haut;522;13;535
69;135;69135;Deux-Grosnes;69;015;69015;Avenas;127;7;134
69;019;69019;Belleville-en-Beaujolais;69;019;69019;Belleville;8661;180;8841
69;024;69024;Val d'Oingt;69;024;69024;Le Bois-d'Oingt;2578;61;2639
69;248;69248;Thizy-les-Bourgs;69;025;69025;Bourg-de-Thizy;2350;34;2384
69;248;69248;Thizy-les-Bourgs;69;041;69041;La Chapelle-de-Mardore;230;4;234
69;179;69179;Beauvallon;69;048;69048;Chassagny;1341;16;1357
69;066;69066;Cours;69;066;69066;Cours-la-Ville;3545;76;3621
69;157;69157;Vindry-sur-Turdine;69;073;69073;Dareizé;554;14;568
69;114;69114;Porte des Pierres Dorées;69;101;69101;Jarnioux;732;15;747
69;114;69114;Porte des Pierres Dorées;69;114;69114;Liergues;2472;42;2514
69;248;69248;Thizy-les-Bourgs;69;128;69128;Mardore;471;9;480
69;248;69248;Thizy-les-Bourgs;69;129;69129;Marnand;586;12;598
69;135;69135;Deux-Grosnes;69;135;69135;Monsols;932;19;951
69;208;69208;Saint-Germain-Nuelles;69;144;69144;Nuelles;664;18;682
69;024;69024;Val d'Oingt;69;146;69146;Oingt;671;19;690
69;157;69157;Vindry-sur-Turdine;69;147;69147;Les Olmes;866;15;881
69;149;69149;Oullins-Pierre-Bénite;69;149;69149;Oullins;27567;236;27803
69;135;69135;Deux-Grosnes;69;150;69150;Ouroux;340;21;361
69;149;69149;Oullins-Pierre-Bénite;69;152;69152;Pierre-Bénite;10601;91;10692
69;157;69157;Vindry-sur-Turdine;69;157;69157;Pontcharra-sur-Turdine;2752;64;2816
69;066;69066;Cours;69;158;69158;Pont-Trambouze;438;12;450
69;114;69114;Porte des Pierres Dorées;69;159;69159;Pouilly-le-Monial;981;33;1014
69;179;69179;Beauvallon;69;179;69179;Saint-Andéol-le-Château;1954;21;1975
69;135;69135;Deux-Grosnes;69;185;69185;Saint-Christophe;232;1;233
69;228;69228;Chabanière;69;195;69195;Saint-Didier-sous-Riverie;1295;22;1317
69;208;69208;Saint-Germain-Nuelles;69;208;69208;Saint-Germain-sur-l'Arbresle;1582;60;1642
69;135;69135;Deux-Grosnes;69;210;69210;Saint-Jacques-des-Arrêts;121;3;124
69;019;69019;Belleville-en-Beaujolais;69;211;69211;Saint-Jean-d'Ardières;5355;111;5466
69;179;69179;Beauvallon;69;213;69213;Saint-Jean-de-Touslas;965;20;985
69;024;69024;Val d'Oingt;69;222;69222;Saint-Laurent-d'Oingt;868;22;890
69;157;69157;Vindry-sur-Turdine;69;223;69223;Saint-Loup;1133;31;1164
69;135;69135;Deux-Grosnes;69;224;69224;Saint-Mamert;74;3;77
69;228;69228;Chabanière;69;228;69228;Saint-Maurice-sur-Dargoire;2444;33;2477
69;228;69228;Chabanière;69;237;69237;Saint-Sorlin;584;21;605
69;066;69066;Cours;69;247;69247;Thel;323;7;330
69;248;69248;Thizy-les-Bourgs;69;248;69248;Thizy;2134;47;2181
69;135;69135;Deux-Grosnes;69;251;69251;Trades;120;1;121
70;059;70059;Beaumotte-Aubertans;70;033;70033;Aubertans;121;4;125
70;101;70101;Broye-Aubigney-Montseugny;70;034;70034;Aubigney;101;0;101
70;373;70373;La Roche-Morey;70;068;70068;Betoncourt-les-Ménétriers;51;1;52
70;285;70285;Héricourt;70;108;70108;Bussurel;729;16;745
70;122;70122;Champlitte;70;123;70123;Champlitte-la-Ville;69;2;71
70;492;70492;Soing-Cubry-Charentenay;70;131;70131;Charentenay;111;0;111
70;152;70152;Colombine;70;152;70152;Choye;477;30;507
70;477;70477;Saulnot;70;173;70173;Corcelles;69;0;69
70;180;70180;Belles-Fontaines;70;180;70180;Courchaton;444;8;452
70;492;70492;Soing-Cubry-Charentenay;70;191;70191;Cubry-lès-Soing;93;1;94
70;031;70031;Athesans-Étroitefontaine;70;223;70223;Étroitefontaine;26;2;28
70;447;70447;Rioz;70;241;70241;Les Fontenis;121;3;124
70;245;70245;Fougerolles-Saint-Valbert;70;245;70245;Fougerolles;3517;120;3637
70;247;70247;Fouvent-Saint-Andoche;70;246;70246;Fouvent-le-Bas;90;0;90
70;180;70180;Belles-Fontaines;70;264;70264;Georfans;38;0;38
70;418;70418;La Romaine;70;281;70281;Greucourt;81;1;82
70;122;70122;Champlitte;70;300;70300;Leffond;138;4;142
70;122;70122;Champlitte;70;333;70333;Margilley;101;2;103
70;489;70489;Servance-Miellin;70;345;70345;Miellin;61;1;62
70;487;70487;Senargent-Mignafans;70;346;70346;Mignafans;63;0;63
70;122;70122;Champlitte;70;354;70354;Montarlot-lès-Champlitte;74;0;74
70;101;70101;Broye-Aubigney-Montseugny;70;370;70370;Montseugny;103;1;104
70;122;70122;Champlitte;70;382;70382;Neuvelle-lès-Champlitte;108;3;111
70;292;70292;Jussey;70;391;70391;Noroy-lès-Jussey;56;0;56
70;418;70418;La Romaine;70;418;70418;Le Pont-de-Planches;243;2;245
70;058;70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;70;434;70434;Quitteur;94;4;98
70;247;70247;Fouvent-Saint-Andoche;70;458;70458;Saint-Andoche;45;0;45
70;373;70373;La Roche-Morey;70;465;70465;Saint-Julien;140;1;141
70;245;70245;Fougerolles-Saint-Valbert;70;475;70475;Saint-Valbert;247;4;251
70;489;70489;Servance-Miellin;70;489;70489;Servance;698;5;703
70;285;70285;Héricourt;70;497;70497;Tavey;495;11;506
70;180;70180;Belles-Fontaines;70;530;70530;Vellechevreux-et-Courbenans;118;2;120
70;418;70418;La Romaine;70;551;70551;Vezet;196;3;199
70;152;70152;Colombine;70;557;70557;Villefrancon;128;4;132
70;045;70045;Avrigney-Virey;70;570;70570;Virey;54;2;56
71;042;71042;Bonnay-Saint-Ythaire;71;042;71042;Bonnay;293;5;298
71;134;71134;Navour-sur-Grosne;71;055;71055;Brandon;322;4;326
71;134;71134;Navour-sur-Grosne;71;134;71134;Clermain;241;7;248
71;582;71582;La Vineuse sur Fregande;71;180;71180;Donzy-le-National;223;8;231
71;270;71270;Mâcon;71;260;71260;Loché;299;6;305
71;279;71279;Le Rousset-Marizy;71;279;71279;Marizy;375;12;387
71;582;71582;La Vineuse sur Fregande;71;288;71288;Massy;53;0;53
71;134;71134;Navour-sur-Grosne;71;304;71304;Montagny-sur-Grosne;97;1;98
71;279;71279;Le Rousset-Marizy;71;375;71375;Le Rousset;219;5;224
71;270;71270;Mâcon;71;432;71432;Saint-Jean-le-Priche;443;9;452
71;042;71042;Bonnay-Saint-Ythaire;71;492;71492;Saint-Ythaire;156;1;157
71;270;71270;Mâcon;71;511;71511;Sennecé-lès-Mâcon;1405;28;1433
71;582;71582;La Vineuse sur Fregande;71;582;71582;La Vineuse;293;9;302
71;582;71582;La Vineuse sur Fregande;71;587;71587;Vitry-lès-Cluny;79;2;81
72;025;72025;Bazouges Cré sur Loir;72;025;72025;Bazouges-sur-le-Loir;1198;37;1235
72;262;72262;Loir en Vallée;72;063;72063;La Chapelle-Gaugain;317;3;320
72;137;72137;Villeneuve-en-Perseigne;72;069;72069;Chassé;178;2;180
72;071;72071;Montval-sur-Loir;72;071;72071;Château-du-Loir;4223;163;4386
72;080;72080;Cherré-Au;72;080;72080;Cherré;1863;34;1897
72;080;72080;Cherré-Au;72;081;72081;Cherreau;895;29;924
72;308;72308;Saint-Paterne - Le Chevain;72;082;72082;Le Chevain;561;9;570
72;138;72138;Fresnay-sur-Sarthe;72;097;72097;Coulombiers;446;5;451
72;025;72025;Bazouges Cré sur Loir;72;108;72108;Cré-sur-Loir;779;20;799
72;176;72176;Le Lude;72;117;72117;Dissé-sous-le-Lude;478;11;489
72;128;72128;Val-d'Étangson;72;128;72128;Évaillé;346;3;349
72;137;72137;Villeneuve-en-Perseigne;72;137;72137;La Fresnaye-sur-Chédouet;924;18;942
72;262;72262;Loir en Vallée;72;159;72159;Lavenay;300;4;304
72;137;72137;Villeneuve-en-Perseigne;72;162;72162;Lignières-la-Carelle;368;6;374
72;176;72176;Le Lude;72;176;72176;Le Lude;3505;42;3547
72;071;72071;Montval-sur-Loir;72;203;72203;Montabon;668;13;681
72;137;72137;Villeneuve-en-Perseigne;72;207;72207;Montigny;24;1;25
72;262;72262;Loir en Vallée;72;240;72240;Poncé-sur-le-Loir;313;5;318
72;137;72137;Villeneuve-en-Perseigne;72;258;72258;Roullée;239;4;243
72;262;72262;Loir en Vallée;72;262;72262;Ruillé-sur-Loir;1114;59;1173
72;138;72138;Fresnay-sur-Sarthe;72;284;72284;Saint-Germain-sur-Sarthe;519;11;530
72;382;72382;Val-de-la-Hune;72;298;72298;Saint-Mars-de-Locquenay;546;12;558
72;128;72128;Val-d'Étangson;72;304;72304;Sainte-Osmane;184;5;189
72;308;72308;Saint-Paterne - Le Chevain;72;308;72308;Saint-Paterne;1515;251;1766
72;137;72137;Villeneuve-en-Perseigne;72;318;72318;Saint-Rigomer-des-Bois;441;5;446
72;382;72382;Val-de-la-Hune;72;382;72382;Volnay;975;17;992
72;071;72071;Montval-sur-Loir;72;384;72384;Vouvray-sur-Loir;750;10;760
73;212;73212;Val-d'Arc;73;002;73002;Aiguebelle;1198;10;1208
73;003;73003;Grand-Aigueblanche;73;003;73003;Aigueblanche;3186;89;3275
73;006;73006;Aime-la-Plagne;73;006;73006;Aime;2394;56;2450
73;010;73010;Entrelacs;73;010;73010;Albens;4004;72;4076
73;261;73261;Saint-Michel-de-Maurienne;73;035;73035;Beaune;58;3;61
73;150;73150;La Plagne Tarentaise;73;038;73038;Bellentre;921;26;947
73;003;73003;Grand-Aigueblanche;73;045;73045;Le Bois;399;9;408
73;187;73187;La Léchère;73;046;73046;Bonneval;91;1;92
73;290;73290;Val-Cenis;73;056;73056;Bramans;445;7;452
73;187;73187;La Léchère;73;060;73060;Celliers;45;0;45
73;010;73010;Entrelacs;73;062;73062;Cessens;473;10;483
73;135;73135;La Tour-en-Maurienne;73;080;73080;Le Châtel;171;3;174
73;150;73150;La Plagne Tarentaise;73;093;73093;La Côte-d'Aime;948;42;990
73;187;73187;La Léchère;73;102;73102;Doucy;370;12;382
73;010;73010;Entrelacs;73;108;73108;Épersy;413;16;429
73;215;73215;Valgelon-La Rochette;73;111;73111;Étable;433;9;442
73;187;73187;La Léchère;73;112;73112;Feissons-sur-Isère;549;11;560
73;284;73284;Salins-Fontaine;73;115;73115;Fontaine-le-Puits;100;4;104
73;151;73151;Porte-de-Savoie;73;118;73118;Francin;1161;19;1180
73;006;73006;Aime-la-Plagne;73;126;73126;Granier;340;10;350
73;236;73236;Saint-Genix-les-Villages;73;127;73127;Gresin;385;6;391
73;135;73135;La Tour-en-Maurienne;73;135;73135;Hermillon;643;10;653
73;290;73290;Val-Cenis;73;143;73143;Lanslebourg-Mont-Cenis;625;13;638
73;290;73290;Val-Cenis;73;144;73144;Lanslevillard;469;9;478
73;006;73006;Aime-la-Plagne;73;148;73148;Longefoy;287;9;296
73;150;73150;La Plagne Tarentaise;73;150;73150;Mâcot-la-Plagne;1762;57;1819
73;151;73151;Porte-de-Savoie;73;151;73151;Les Marches;2813;53;2866
73;010;73010;Entrelacs;73;158;73158;Mognard;424;13;437
73;235;73235;Saint François Longchamp;73;163;73163;Montaimont;186;3;189
73;235;73235;Saint François Longchamp;73;167;73167;Montgellafrey;80;2;82
73;006;73006;Aime-la-Plagne;73;169;73169;Montgirod;473;11;484
73;013;73013;Albiez-Montrond;73;174;73174;Montrond;42;0;42
73;187;73187;La Léchère;73;185;73185;Naves;117;1;118
73;187;73187;La Léchère;73;187;73187;Notre-Dame-de-Briançon;481;9;490
73;187;73187;La Léchère;73;199;73199;Petit-Cœur;554;4;558
73;135;73135;La Tour-en-Maurienne;73;203;73203;Pontamafrey-Montpascal;273;6;279
73;187;73187;La Léchère;73;209;73209;Pussy;331;9;340
73;212;73212;Val-d'Arc;73;212;73212;Randens;828;14;842
73;215;73215;Valgelon-La Rochette;73;215;73215;La Rochette;3774;53;3827
73;235;73235;Saint François Longchamp;73;235;73235;Saint-François-Longchamp;167;4;171
73;236;73236;Saint-Genix-les-Villages;73;236;73236;Saint-Genix-sur-Guiers;2480;41;2521
73;010;73010;Entrelacs;73;238;73238;Saint-Germain-la-Chambotte;513;13;526
73;010;73010;Entrelacs;73;239;73239;Saint-Girod;634;15;649
73;257;73257;Les Belleville;73;244;73244;Saint-Jean-de-Belleville;563;23;586
73;257;73257;Les Belleville;73;257;73257;Saint-Martin-de-Belleville;2619;50;2669
73;236;73236;Saint-Genix-les-Villages;73;260;73260;Saint-Maurice-de-Rotherens;230;7;237
73;003;73003;Grand-Aigueblanche;73;266;73266;Saint-Oyen;195;7;202
73;284;73284;Salins-Fontaine;73;284;73284;Salins-les-Thermes;841;19;860
73;290;73290;Val-Cenis;73;287;73287;Sollières-Sardières;194;1;195
73;290;73290;Val-Cenis;73;290;73290;Termignon;379;6;385
73;006;73006;Aime-la-Plagne;73;291;73291;Tessens;411;9;420
73;261;73261;Saint-Michel-de-Maurienne;73;295;73295;Thyl;36;0;36
73;150;73150;La Plagne Tarentaise;73;305;73305;Valezan;205;4;209
73;257;73257;Les Belleville;73;321;73321;Villarlurin;316;5;321
73;006;73006;Aime-la-Plagne;73;325;73325;Villette;480;13;493
74;010;74010;Annecy;74;010;74010;Annecy;53851;1168;55019
74;010;74010;Annecy;74;011;74011;Annecy-le-Vieux;23301;506;23807
74;282;74282;Fillière;74;022;74022;Aviernoz;918;20;938
74;167;74167;Val de Chaise;74;084;74084;Cons-Sainte-Colombe;385;12;397
74;010;74010;Annecy;74;093;74093;Cran-Gevrier;17578;382;17960
74;220;74220;Reignier-Ésery;74;113;74113;Ésery;755;21;776
74;282;74282;Fillière;74;120;74120;Évires;1449;41;1490
74;167;74167;Val de Chaise;74;167;74167;Marlens;999;25;1024
74;010;74010;Annecy;74;182;74182;Meythet;8112;176;8288
74;275;74275;Talloires-Montmin;74;187;74187;Montmin;319;3;322
74;282;74282;Fillière;74;204;74204;Les Ollières;1072;19;1091
74;010;74010;Annecy;74;217;74217;Pringy;4633;101;4734
74;282;74282;Fillière;74;245;74245;Saint-Martin-Bellevue;3237;95;3332
74;010;74010;Annecy;74;268;74268;Seynod;24642;535;25177
74;275;74275;Talloires-Montmin;74;275;74275;Talloires;1584;63;1647
74;282;74282;Fillière;74;282;74282;Thorens-Glières;3399;72;3471
76;020;76020;Anneville-Ambourville;76;003;76003;Ambourville;195;1;196
76;618;76618;Petit-Caux;76;027;76027;Assigny;379;10;389
76;476;76476;Port-Jérôme-sur-Seine;76;031;76031;Auberville-la-Campagne;672;13;685
76;034;76034;Val-de-Scie;76;034;76034;Auffay;1846;17;1863
76;618;76618;Petit-Caux;76;037;76037;Auquemesnil;286;8;294
76;041;76041;Les Hauts-de-Caux;76;041;76041;Autretot;654;10;664
76;258;76258;Terres-de-Caux;76;044;76044;Auzouville-Auberbosc;307;6;313
76;618;76618;Petit-Caux;76;073;76073;Belleville-sur-Mer;981;27;1008
76;258;76258;Terres-de-Caux;76;078;76078;Bennetot;173;2;175
76;258;76258;Terres-de-Caux;76;080;76080;Bermonville;476;20;496
76;618;76618;Petit-Caux;76;081;76081;Berneval-le-Grand;1462;43;1505
76;618;76618;Petit-Caux;76;098;76098;Biville-sur-Mer;867;16;883
76;146;76146;Buchy;76;127;76127;Bosc-Roger-sur-Buchy;714;16;730
76;618;76618;Petit-Caux;76;137;76137;Bracquemont;845;15;860
76;618;76618;Petit-Caux;76;145;76145;Brunville;236;5;241
76;146;76146;Buchy;76;146;76146;Buchy;1622;81;1703
76;164;76164;Rives-en-Seine;76;164;76164;Caudebec-en-Caux;2217;33;2250
76;034;76034;Val-de-Scie;76;191;76191;Cressy;292;3;295
76;618;76618;Petit-Caux;76;215;76215;Derchigny;602;11;613
76;146;76146;Buchy;76;248;76248;Estouteville-Écalles;479;8;487
76;258;76258;Terres-de-Caux;76;258;76258;Fauville-en-Caux;2395;67;2462
76;276;76276;Forges-les-Eaux;76;276;76276;Forges-les-Eaux;3160;140;3300
76;276;76276;Forges-les-Eaux;76;277;76277;Le Fossé;482;6;488
76;618;76618;Petit-Caux;76;301;76301;Glicourt;289;2;291
76;618;76618;Petit-Caux;76;310;76310;Gouchaupre;185;6;191
76;618;76618;Petit-Caux;76;326;76326;Greny;97;5;102
76;618;76618;Petit-Caux;76;337;76337;Guilmécourt;424;9;433
76;455;76455;Morville-le-Héron;76;358;76358;Le Héron;250;4;254
76;618;76618;Petit-Caux;76;376;76376;Intraville;318;10;328
76;401;76401;Arelaune-en-Seine;76;401;76401;La Mailleraye-sur-Seine;1937;40;1977
76;455;76455;Morville-le-Héron;76;455;76455;Morville-sur-Andelle;288;5;293
76;217;76217;Dieppe;76;466;76466;Neuville-lès-Dieppe;9831;164;9995
76;476;76476;Port-Jérôme-sur-Seine;76;476;76476;Notre-Dame-de-Gravenchon;9078;174;9252
76;618;76618;Petit-Caux;76;496;76496;Penly;468;8;476
76;258;76258;Terres-de-Caux;76;525;76525;Ricarville;311;5;316
76;351;76351;Le Havre;76;539;76539;Rouelles;3180;36;3216
76;258;76258;Terres-de-Caux;76;607;76607;Sainte-Marguerite-sur-Fauville;286;8;294
76;618;76618;Petit-Caux;76;618;76618;Saint-Martin-en-Campagne;1171;36;1207
76;401;76401;Arelaune-en-Seine;76;625;76625;Saint-Nicolas-de-Bliquetuit;609;14;623
76;258;76258;Terres-de-Caux;76;639;76639;Saint-Pierre-Lavis;297;10;307
76;618;76618;Petit-Caux;76;643;76643;Saint-Quentin-au-Bosc;107;1;108
76;164;76164;Rives-en-Seine;76;659;76659;Saint-Wandrille-Rançon;1131;19;1150
76;034;76034;Val-de-Scie;76;674;76674;Sévis;392;5;397
76;618;76618;Petit-Caux;76;696;76696;Tocqueville-sur-Eu;236;9;245
76;476;76476;Port-Jérôme-sur-Seine;76;701;76701;Touffreville-la-Cable;459;9;468
76;618;76618;Petit-Caux;76;704;76704;Tourville-la-Chapelle;560;10;570
76;476;76476;Port-Jérôme-sur-Seine;76;713;76713;Triquerville;408;8;416
76;041;76041;Les Hauts-de-Caux;76;729;76729;Veauville-lès-Baons;677;8;685
76;164;76164;Rives-en-Seine;76;742;76742;Villequier;654;11;665
77;316;77316;Moret-Loing-et-Orvanne;77;166;77166;Écuelles;2368;52;2420
77;316;77316;Moret-Loing-et-Orvanne;77;170;77170;Épisy;581;13;594
77;262;77262;Louan-Villegruis-Fontaine;77;189;77189;Fontaine-sous-Montaiguillon;95;5;100
77;316;77316;Moret-Loing-et-Orvanne;77;299;77299;Montarlot;217;5;222
77;316;77316;Moret-Loing-et-Orvanne;77;316;77316;Moret-sur-Loing;4207;91;4298
77;093;77093;La Chapelle-Moutils;77;324;77324;Moutils;110;1;111
77;010;77010;Aubepierre-Ozouer-le-Repos;77;351;77351;Ozouer-le-Repos;372;5;377
77;261;77261;Lorrez-le-Bocage-Préaux;77;375;77375;Préaux;119;1;120
77;504;77504;Villemaréchal;77;399;77399;Saint-Ange-le-Viel;228;3;231
77;316;77316;Moret-Loing-et-Orvanne;77;491;77491;Veneux-les-Sablons;5437;119;5556
77;421;77421;Saint-Mars-Vieux-Maisons;77;497;77497;Vieux-Maisons;85;2;87
77;031;77031;Bernay-Vilbert;77;499;77499;Vilbert;379;2;381
77;020;77020;Bannost-Villegagnon;77;502;77502;Villegagnon;213;2;215
77;504;77504;Villemaréchal;77;504;77504;Villemaréchal;827;20;847
78;158;78158;Le Chesnay-Rocquencourt;78;158;78158;Le Chesnay;27060;573;27633
78;551;78551;Saint-Germain-en-Laye;78;251;78251;Fourqueux;4218;156;4374
78;158;78158;Le Chesnay-Rocquencourt;78;524;78524;Rocquencourt;3629;77;3706
79;185;79185;Aigondigné;79;004;79004;Aigonnay;630;22;652
79;005;79005;Airvault;79;005;79005;Airvault;2208;30;2238
79;136;79136;Alloinay;79;006;79006;Les Alleuds;296;5;301
79;013;79013;Argentonnay;79;013;79013;Argenton-les-Vallées;1647;56;1703
79;014;79014;Loretz-d'Argenton;79;014;79014;Argenton-l'Église;1356;25;1381
79;014;79014;Loretz-d'Argenton;79;026;79026;Bagneux;222;3;225
79;083;79083;Chef-Boutonne;79;027;79027;La Bataille;71;0;71
79;049;79049;Bressuire;79;028;79028;Beaulieu-sous-Bressuire;934;50;984
79;077;79077;Beugnon-Thireuil;79;035;79035;Le Beugnon;288;2;290
79;005;79005;Airvault;79;041;79041;Borcq-sur-Airvault;241;4;245
79;014;79014;Loretz-d'Argenton;79;043;79043;Bouillé-Loretz;997;21;1018
79;063;79063;Val en Vignes;79;044;79044;Bouillé-Saint-Paul;378;88;466
79;179;79179;Moncoutant-sur-Sèvre;79;051;79051;Le Breuil-Bernard;518;9;527
79;049;79049;Bressuire;79;052;79052;Breuil-Chaussée;1084;58;1142
79;013;79013;Argentonnay;79;053;79053;Le Breuil-sous-Argenton;440;5;445
79;196;79196;Plaine-et-Vallées;79;054;79054;Brie;172;2;174
79;307;79307;Sauzé-entre-Bois;79;060;79060;Caunay;174;3;177
79;061;79061;Celles-sur-Belle;79;061;79061;Celles-sur-Belle;2439;51;2490
79;063;79063;Val en Vignes;79;063;79063;Cersay;766;16;782
79;064;79064;Fontivillié;79;064;79064;Chail;460;12;472
79;049;79049;Bressuire;79;065;79065;Chambroutet;485;26;511
79;105;79105;Les Châteliers;79;068;79068;Chantecorps;300;9;309
79;013;79013;Argentonnay;79;072;79072;La Chapelle-Gaudin;243;3;246
79;079;79079;Mauléon;79;073;79073;La Chapelle-Largeau;1038;19;1057
79;179;79179;Moncoutant-sur-Sèvre;79;075;79075;La Chapelle-Saint-Étienne;352;4;356
79;077;79077;Beugnon-Thireuil;79;077;79077;La Chapelle-Thireuil;447;7;454
79;083;79083;Chef-Boutonne;79;083;79083;Chef-Boutonne;1947;96;2043
79;049;79049;Bressuire;79;093;79093;Clazay;571;30;601
79;217;79217;Prailles-La Couarde;79;098;79098;La Couarde;271;2;273
79;013;79013;Argentonnay;79;099;79099;La Coudre;217;5;222
79;105;79105;Les Châteliers;79;105;79105;Coutières;145;4;149
79;083;79083;Chef-Boutonne;79;107;79107;Crézières;38;0;38
79;280;79280;Saint Maurice Étusson;79;113;79113;Étusson;309;5;314
79;016;79016;Assais-les-Jumeaux;79;143;79143;Les Jumeaux;270;7;277
79;079;79079;Mauléon;79;155;79155;Loublande;907;21;928
79;063;79063;Val en Vignes;79;168;79168;Massais;601;12;613
79;329;79329;Thouars;79;171;79171;Mauzé-Thouarsais;2105;43;2148
79;174;79174;Melle;79;173;79173;Mazières-sur-Béronne;377;11;388
79;174;79174;Melle;79;174;79174;Melle;3229;207;3436
79;329;79329;Thouars;79;178;79178;Missé;769;16;785
79;179;79179;Moncoutant-sur-Sèvre;79;179;79179;Moncoutant;3239;129;3368
79;307;79307;Sauzé-entre-Bois;79;180;79180;Montalembert;291;3;294
79;061;79061;Celles-sur-Belle;79;181;79181;Montigné;282;1;283
79;123;79123;La Forêt-sur-Sèvre;79;182;79182;Montigny;584;10;594
79;185;79185;Aigondigné;79;185;79185;Mougon;2161;59;2220
79;079;79079;Mauléon;79;186;79186;Moulins;683;14;697
79;013;79013;Argentonnay;79;187;79187;Moutiers-sous-Argenton;632;14;646
79;179;79179;Moncoutant-sur-Sèvre;79;188;79188;Moutiers-sous-Chantemerle;596;14;610
79;049;79049;Bressuire;79;192;79192;Noirlieu;306;16;322
79;049;79049;Bressuire;79;193;79193;Noirterre;929;49;978
79;196;79196;Plaine-et-Vallées;79;196;79196;Oiron;895;17;912
79;174;79174;Melle;79;199;79199;Paizay-le-Tort;473;9;482
79;307;79307;Sauzé-entre-Bois;79;205;79205;Pers;65;1;66
79;307;79307;Sauzé-entre-Bois;79;212;79212;Pliboux;224;4;228
79;217;79217;Prailles-La Couarde;79;217;79217;Prailles;658;19;677
79;334;79334;Val-du-Mignon;79;219;79219;Priaires;127;0;127
79;179;79179;Moncoutant-sur-Sèvre;79;222;79222;Pugny;217;8;225
49;099;49099;Cholet;79;224;79224;Le Puy-Saint-Bonnet;2129;77;2206
79;123;79123;La Forêt-sur-Sèvre;79;232;79232;La Ronde;416;13;429
79;079;79079;Mauléon;79;233;79233;Rorthais;756;23;779
79;079;79079;Mauléon;79;237;79237;Saint-Aubin-de-Baubigné;1463;24;1487
79;185;79185;Aigondigné;79;240;79240;Sainte-Blandine;694;17;711
79;196;79196;Plaine-et-Vallées;79;260;79260;Saint-Jouin-de-Marnes;532;12;544
79;179;79179;Moncoutant-sur-Sèvre;79;261;79261;Saint-Jouin-de-Milly;199;5;204
79;174;79174;Melle;79;264;79264;Saint-Léger-de-la-Martinière;950;28;978
79;123;79123;La Forêt-sur-Sèvre;79;272;79272;Saint-Marsault;504;11;515
79;174;79174;Melle;79;279;79279;Saint-Martin-lès-Melle;723;14;737
79;280;79280;Saint Maurice Étusson;79;280;79280;Saint-Maurice-la-Fougereuse;586;12;598
79;061;79061;Celles-sur-Belle;79;282;79282;Saint-Médard;111;2;113
79;285;79285;Saint-Pardoux-Soutiers;79;285;79285;Saint-Pardoux;1605;37;1642
79;063;79063;Val en Vignes;79;288;79288;Saint-Pierre-à-Champ;275;6;281
79;329;79329;Thouars;79;292;79292;Sainte-Radegonde;1788;37;1825
79;049;79049;Bressuire;79;296;79296;Saint-Sauveur;1649;88;1737
79;307;79307;Sauzé-entre-Bois;79;307;79307;Sauzé-Vaussais;1517;29;1546
79;064;79064;Fontivillié;79;314;79314;Sompt;294;5;299
79;005;79005;Airvault;79;317;79317;Soulièvres;529;10;539
79;285;79285;Saint-Pardoux-Soutiers;79;318;79318;Soutiers;264;5;269
79;196;79196;Plaine-et-Vallées;79;321;79321;Taizé-Maulais;718;18;736
79;079;79079;Mauléon;79;323;79323;Le Temple;498;11;509
79;049;79049;Bressuire;79;324;79324;Terves;2565;137;2702
79;005;79005;Airvault;79;325;79325;Tessonnière;328;3;331
79;185;79185;Aigondigné;79;327;79327;Thorigné;1225;35;1260
79;334;79334;Val-du-Mignon;79;328;79328;Thorigny-sur-le-Mignon;101;2;103
79;083;79083;Chef-Boutonne;79;330;79330;Tillou;315;6;321
79;013;79013;Argentonnay;79;333;79333;Ulcot;55;1;56
79;334;79334;Val-du-Mignon;79;334;79334;Usseau;864;25;889
79;061;79061;Celles-sur-Belle;79;344;79344;Verrines-sous-Celles;997;26;1023
80;436;80436;Hescamps;80;007;80007;Agnières;149;4;153
